commit,score
refactor: return jsx element instead of string in marked (#910) * refactor: return jsx element instead of string in marked* chore: update,1
Go: Update generated wrapper functions for TensorFlow ops.PiperOrigin-RevId: 574690266,0
Merge pull request from GHSA-562r-vg33-8x8h * Fix: createTempFile vulnerability on unix like systems where temporary files can be read by other users on the system* Update site with change logs and new version information,1
"MDL-74054 questions: Fix question bank header widthsChrome ignores min-width on table headers with table-layout:fixed,meaning that question bank headers could be resized so that the controlswere overlapping, and could be too narrow by default.This removes min-width: min-content in the headers and instead usesJavascript to calculate a constrain a min width based on the content ofthe headers.",1
update,0
改进缓存驱动unserialize方法参数类型限制 ,1
"[BUGFIX] Allow multiple CSS classes in link browser againWhen a link is selected in CKEditor 5, the class `ck-link_selected` isadded to the link. This caused the link browser to not show the selected class, which has been fixed with #101436. The bugfix does however not consider, that a CSS class in link browser can consist of a string with multiple classes separated by a space.This change ensures, that the link browser again accepts a class stringcontaining multiple class names and shows the selected class string inthe CSS-Class select field.Resolves: #101959Related: #101436Releases: main, 12.4Signed-off-by: Torben Hansen <derhansen@gmail.com>Change-Id: I278df61e035073a54ba176955141593c7cd9f3cfReviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81092Tested-by: Benjamin Franzke <ben@bnf.dev>Reviewed-by: Andreas Nedbal <andy@pixelde.su>Reviewed-by: Benjamin Franzke <ben@bnf.dev>Tested-by: Andreas Nedbal <andy@pixelde.su>Tested-by: core-ci <typo3@b13.com>",0
Merge branch 'next-30808/flaky-media-tests' into 'trunk'NEXT-30808 - flaky media testsSee merge request shopware/6/product/platform!11541,0
"io: check for EOF when decoding a gzip stream (CVE-2021-20319) Under normal conditions, GzDecoder doesn't read EOF from the underlyingsource; it stops reading as soon as it reaches the gzip trailer.  Sincethe wrapped GpgReader doesn't see EOF, it doesn't check the exit status ofGPG, and a bad signature will not be noticed.  XzDecoder is not affected.This allows bypass of signature verification under uncommon circumstances.Notably, installing from a live ISO or PXE image uses either osmet images(Fedora CoreOS or RHEL CoreOS) or a full copy of the install image (RHEL forEdge), and these are not affected because they're trusted (they come fromthe installation media we've booted from).  These flows are affected:1.  Installing with --image-file, --image-url, or coreos.inst.image_url.For example, if a user has a local mirror of installation images, anattacker could replace an image with a gzip-compressed alternative (evenif the file extension is .xz).  The result:$ coreos-installer install --image-url http://localhost:8080/image.xz /dev/loop0Downloading image from http://localhost:8080/image.xzDownloading signature from http://localhost:8080/image.xz.sig> Read disk 749.9 MiB/749.9 MiB (100%)gpg: Signature made Mon 20 Sep 2021 02:41:50 PM EDTgpg: using RSA key 8C5BA6990BDB26E19F2A1A801161AE6945719A39gpg: BAD signature from ""Fedora (34) <fedora-34-primary@fedoraproject.org>"" [ultimate]Install complete.GPG still complains when its stdin is closed, but coreos-installer doesn'tnotice.  Automation that relies on coreos-installer's exit status will notnotice either.2. `coreos-installer download --decompress --image-url`:$ coreos-installer download --decompress --image-url http://localhost:8080/image.xz> Read disk 749.9 MiB/749.9 MiB (100%)gpg: Signature made Mon 20 Sep 2021 02:41:50 PM EDTgpg: using RSA key 8C5BA6990BDB26E19F2A1A801161AE6945719A39gpg: BAD signature from ""Fedora (34) <fedora-34-primary@fedoraproject.org>"" [ultimate]./imageAgain, coreos-installer exits 0.3. Installing with default parameters, when not using live install mediawith osmet, if the Red Hat-controlled S3 bucket is compromised or theHTTPS connection is successfully MITMed.4. `coreos-installer download --decompress` if the S3 bucket iscompromised or the HTTPS connection is MITMed.Fix this by reading one more byte from the source after GzDecoder returnsEOF.  If that also returns EOF, great, and we've given the source anopportunity to do its own EOF processing.  If not, fail, because the streamcontains trailing garbage.Also add unit tests for signature verification and for detection of badsignatures in the fetch pipeline.Requires the previous commit.Bug discovered by @raballew; thanks!",1
Bump docker/build-push-action from 4 to 5Signed-off-by: snipe <snipe@snipe.net>,0
MDL-79483 qbank_columnsortorder: set pix_icon for each column action.,0
compat: Update forward compatibility horizon to 2023-10-21PiperOrigin-RevId: 575423357,0
"[Docs] Moves symfony messenger section (#15637)* Moves Symfony Messenger Section* update readme* update links* update link* update links* update link* update links* update link* update links",0
Auto responder fixes for third party chats,1
Validate method name passed to HttpClient.open/openUrl (#11) ,1
NEXT-30803 - Adjust return type to fix PHPStan issue due to Symfony update,1
NEXT-30335 - Fix translator picks snippet set randomly,1
Fix vews layout,0
chunk by id?,0
check bounds in readAtomData Fixes #78,1
"Use random input for numerical tests in convert_tf_quant_to_mhlo_int_testThis CL adds helper functions to generate random input and compare test results.I found that TF kernels and the lowering pass have different round schemes for quantize/rescaling etc: floor(x+0.5) vs round_nearest_even. So there maybe +/-1 errors. The lowering pass uses the latter, which is consistent with TF quantizer. (Requantize in TF kernel doesn't use the former, thus the good agreement).Therefore I removed most Q/DQ pairs in test cases so that they don't interfere with the evaluation of other ops.PiperOrigin-RevId: 575992943",1
XWIKI-21163: WCAG reporting: include a summary of the tests for statistics* More bulletproofing against null values.* Improve/fix code style.,1
"Update README.md: correct type in ""Event API and Event Manger""Correct type in ""Event API and Event Manger""(cherry picked from commit 4b9403856df07ae0a632021b6d8828b920ab64fb)",0
Fixed XSS check not detecting escaped `&#58` ,1
NEXT-30929 - Check nested query for version fieldfixes #3327,1
update ,1
chore: fix member section style,0
Merge pull request #13797 from Godmartinz/employeeid_search_addadds employee number as a searchable field to the asset table,0
Merge branch 'MDL-79637-master' of https://github.com/andrewnicols/moodle,0
Fix integer overflow Make use of the check in rb_alloc_tmp_buffer2.https://hackerone.com/reports/1328463,1
[DOCS] Fix wrong method name in changelog for Ajax API enhancementResolves: #102088Related: #101970Releases: mainChange-Id: I56c8975956fdc9dcc08a0cd61e283e46530f8033Reviewed-on: https://review.typo3.org/c/Packages/TYPO3.CMS/+/81321Tested-by: Oliver Bartsch <bo@cedev.de>Tested-by: core-ci <typo3@b13.com>Tested-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Christian Kuhn <lolli@schwarzbu.ch>Reviewed-by: Oliver Bartsch <bo@cedev.de>,1
chore(release): 5.3.0-alpha.30 [skip ci]# [5.3.0-alpha.30](https://github.com/parse-community/parse-server/compare/5.3.0-alpha.29...5.3.0-alpha.30) (2022-10-17)### Features* add support for MongoDB 6 ([#8242](https://github.com/parse-community/parse-server/issues/8242)) ([aba0081](https://github.com/parse-community/parse-server/commit/aba0081ce1a166a93de57f3928c19a05562b5cc1)),0
Merge branch 'next-30707/fix-different-redis-versions' into 'trunk'NEXT-30707 - Ensure Redis tests can be executed with version 6.0.0See merge request shopware/6/product/platform!11502,1
fix: sanitise and escape the `pretty` option (#3314) ,1
Release of 0.12.20 This release contains a security fix.Thanks Elton Nokaj for responsibly reporting this issue.,1
Implement test case,0
Fix OOB write in grappler. Discovered via internal fuzzing.PiperOrigin-RevId: 482097391,1
"Merge pull request #6702 from rhuanjl/handleAsyncGenInFillScopeObjCheck for AsyncGenerator in FillScopeObjectFix bug introduced by #6456 as that made JavascriptAsyncGeneratoFunction into a sub-class of JavascriptGeneratorFunction.A check in FillScopeObject was relying on IsBaseGeneratorFunction returning true for both JavascriptGeneratorFunction and JavascriptAsyncGeneratorFunction which it was no longer doing.Instead use VarIs<JavascriptGeneratorFunction> which returns true for JavascriptGeneratorFunction, JavascriptAsyncGeneratorFunction and JavascriptAsyncFunction.Also - minor can use UnsafeVarTo on the line after as the type check has just been done.Fix: #6682",1
Use single quote to escape formulas ,1
fixes(CVE-2022-25923): resolves command injection security issue ,1
Add `compatible_with` to `xnnpack_plugin` build rules.PiperOrigin-RevId: 574626273,0
"Bump react-i18next from 13.3.0 to 13.3.1 in /js (#24165)Bumps [react-i18next](https://github.com/i18next/react-i18next) from 13.3.0 to 13.3.1.- [Changelog](https://github.com/i18next/react-i18next/blob/master/CHANGELOG.md)- [Commits](https://github.com/i18next/react-i18next/compare/v13.3.0...v13.3.1)---updated-dependencies:- dependency-name: react-i18next  dependency-type: direct:production  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>Co-authored-by: dependabot[bot] <49699333+dependabot[bot]@users.noreply.github.com>",0
Updated brotli to 1.1.0,0
NEXT-30599 - fix changelog entry,0
update github.com/opencontainers/runc v1.1.2 to 1.1.5,1
Merge branch 'MDL-79653-master' of https://github.com/andelacruz/moodle,0
fix: protect obj merge ,1
liveedit,0
Merge pull request #457 from answerdev/feat/1.1.1/uifix(useCaptchaModal): CAPTCHA popup closes with all intermediate stat…,0
Merge remote-tracking branch 'github/feat/plugin/search' into feat/1.1.1/state# Conflicts:#	internal/repo/answer/answer_repo.go#	internal/repo/question/question_repo.go,0
Merge pull request from GHSA-fxwm-rx68-p5vx (cherry picked from commit b6a0c93),1
Merge branch 'dev' of https://github.com/microweber/microweber into dev,0
"ssh: require host key checking in the ClientConfig This change breaks existing behavior.Before, a missing ClientConfig.HostKeyCallback would cause host keychecking to be disabled. In this configuration, establishing aconnection to any host just works, so today, most SSH client code inthe wild does not perform any host key checks.This makes it easy to perform a MITM attack:* SSH installations that use keyboard-interactive or passwordauthentication can be attacked with MITM, thereby stealingpasswords.* Clients that use public-key authentication with agent forwarding arealso vulnerable: the MITM server could allow the login to succeed, andthen immediately ask the agent to authenticate the login to the realserver.* Clients that use public-key authentication without agent forwardingare harder to attack unnoticedly: an attacker cannot authenticate thelogin to the real server, so it cannot in general present a convincingserver to the victim.Now, a missing HostKeyCallback will cause the handshake to fail. Thischange also provides InsecureIgnoreHostKey() and FixedHostKey(key) asready made host checkers.A simplistic parser for OpenSSH's known_hosts file is given as anexample.  This change does not provide a full-fledged parser, as ithas complexity (wildcards, revocation, hashed addresses) that willneed further consideration.When introduced, the host checking feature maintained backwardcompatibility at the expense of security. We have decided this is notthe right tradeoff for the SSH library.Fixes golang/go#19767Change-Id: I45fc7ba9bd1ea29c31ec23f115cdbab99913e814Reviewed-on: https://go-review.googlesource.com/38701Run-TryBot: Han-Wen Nienhuys <hanwen@google.com>TryBot-Result: Gobot Gobot <gobot@golang.org>Reviewed-by: Brad Fitzpatrick <bradfitz@golang.org>",1
"Open Redirect fix, thanks Max Boll ",1
XWIKI-20280: Improved link display for FlamingoThemesCode.WebHomeSheet ,1
"chore: Use more descriptive `str_contains()`/`str_starts_with()`/`str_ends_with()` where possible (#14392)* Use more descriptive `str_contains()` where possible* Use more descriptive `str_starts_with()` where possible* Use more descriptive `str_ends_with()` where possible",0
XWIKI-21313: Upgrade to Liquibase 4.23.2,0
"Fix tf.raw_ops.ResizeNearestNeighborGrad vulnerability with large dim… …ensions.Note: This fix will have to be cherry picked in r2.10, r2.9, and r2.8.PiperOrigin-RevId: 479141644",1
"Fix XSS reported on Security list No CVE-ID yetAugust 18, 2015-----Reported to Quantopian by Juan Broullón <thebrowfc@gmail.com>...If you create a new folder in the iPython file browser and setJavascript code as its name the code injected will be executed. So, if Icreate a folder called ""><img src=x onerror=alert(document.cookie)> andthen I access to it, the cookies will be prompted.The XSS code is also executed if you access a link pointing directly atthe folder.  jik------",1
chore(deps-dev): bump phpunit/phpunit from 10.2.6 to 10.2.7Bumps [phpunit/phpunit](https://github.com/sebastianbergmann/phpunit) from 10.2.6 to 10.2.7.- [Changelog](https://github.com/sebastianbergmann/phpunit/blob/10.2.7/ChangeLog-10.2.md)- [Commits](https://github.com/sebastianbergmann/phpunit/compare/10.2.6...10.2.7)---updated-dependencies:- dependency-name: phpunit/phpunit  dependency-type: direct:development  update-type: version-update:semver-patch...Signed-off-by: dependabot[bot] <support@github.com>,0
